6.966313	0.664495	2.075897	0.243459	-0.141821	0.860282	-1.429239	-0.040591	0.680057	-0.941796	-0.325456	0.120303	
4.001694	2.816612	1.987752	0.430416	0.780422	-0.392542	0.676433	-0.026786	0.980870	0.279696	0.202862	0.106553	
6.298525	2.042081	0.908607	0.902791	2.512900	-0.597098	-0.294804	1.091827	0.092501	-0.345820	-0.249164	-0.025356	
4.100063	2.750180	2.002124	0.316945	0.991271	1.160456	1.134811	0.045059	0.809675	0.030028	0.151761	0.081272	
4.068797	2.782206	2.166652	0.401051	1.135253	0.071350	0.675137	-0.414642	-0.015935	-0.100796	0.071578	0.069295	
4.232970	2.689691	1.936078	-0.056494	0.651250	0.205113	1.243392	0.647587	0.243247	-0.078024	0.081410	0.052403	
6.203126	0.914074	0.725597	2.520538	2.163521	0.954508	2.217744	1.756079	0.067173	-0.257883	-0.024717	0.032112	
3.609436	2.870808	2.618597	1.619590	1.738933	1.064104	1.211404	0.637931	0.646518	0.322632	0.326999	0.095726	
5.989953	2.788089	1.742746	1.631111	2.446865	1.570919	-0.274728	-0.015760	0.576062	-1.306536	-0.586080	-0.121802	
4.009495	2.821835	2.136091	0.377275	1.321886	0.424281	1.108855	1.035478	0.872247	0.286317	0.231237	0.074696	
4.539766	3.636865	2.725399	3.924929	3.642621	-0.097589	1.692576	0.514372	0.616802	-0.518736	0.054694	0.060427	
3.786120	3.009027	2.645774	1.683814	2.200275	1.173871	0.954967	-0.103970	0.056137	-0.022146	0.156326	0.049472	
4.122686	2.998163	2.508324	0.954205	1.457643	0.405249	0.259155	0.174819	0.466174	0.375087	0.266954	0.093853	
3.312093	2.518831	2.152536	1.177806	1.686586	1.540984	2.055801	1.629925	1.178950	0.516060	0.336378	0.096724	
5.978933	0.119958	-0.737096	2.833625	3.559694	2.671709	2.865540	0.953499	-0.127537	0.056718	0.161312	0.066112	
3.418973	2.698310	2.374330	1.398082	1.554424	1.087528	1.297017	1.005130	1.126633	0.790261	0.519350	0.132335	
6.421202	2.080716	1.878485	-0.514375	1.873032	1.238839	-1.952045	-0.765433	-0.127220	-0.651081	0.029816	0.042627	
2.409167	2.217817	2.222423	1.682013	0.451447	0.021290	1.738470	0.602217	1.555622	-0.251178	0.324449	0.123315	
6.380012	2.350798	1.556404	3.034438	2.875458	-1.146111	-0.861003	0.118583	-0.285266	0.098924	0.076064	0.041143	
3.793318	2.556754	2.103928	0.738712	2.108572	1.510452	1.600164	0.789066	0.198125	0.058347	0.177876	0.074159	
3.910148	2.760462	2.139429	0.689937	1.410420	0.393039	1.744935	0.144676	0.332249	0.328182	0.154696	0.090142	
4.005999	2.712967	1.958579	0.392269	1.104029	1.065556	2.150881	0.978799	0.742047	0.088610	0.112212	0.056236	
7.270579	1.497626	-1.681967	-0.063130	2.905434	1.344650	1.239305	1.688138	0.746749	0.445272	0.017009	0.007697	
3.176154	2.691495	2.608114	2.023438	2.272977	1.682316	1.511181	1.022617	0.856847	0.605833	0.450267	0.119818	
5.404564	3.066026	2.571943	2.548460	4.749029	1.608210	0.126569	-0.192041	0.347185	-0.541606	-0.278350	-0.062010	
2.938686	2.510933	2.243017	1.375119	2.268910	1.339762	2.070207	0.649514	1.188842	0.556665	0.369092	0.122119	
5.750606	2.085376	2.442080	4.231608	4.364945	-0.103833	-0.036861	0.998772	-0.386452	-0.014773	-0.019182	0.006750	
3.880702	3.278244	3.084835	2.507312	2.906673	1.897735	1.705082	0.763376	0.524983	-0.013246	0.077731	0.043490	
3.586060	2.452332	2.028209	0.707600	2.553569	0.915908	0.781933	0.177989	0.927834	0.520810	0.253538	0.088823	
3.257113	2.321176	1.870097	1.330045	2.367914	2.325641	2.184912	1.209944	0.803802	0.458528	0.411199	0.127454	
6.985671	-0.284158	-2.452664	2.054625	4.651277	2.568948	1.670778	1.124983	0.404492	-0.053030	-0.140610	0.020090	
2.859877	2.410151	2.288722	2.004946	2.071650	1.829317	1.721976	1.390964	1.164794	0.826122	0.530498	0.131662	
